airline_name,type,flight_date,timestamp,price
United Airlines,Total,13 March – 13 April,2023-05-23,"2,468"
United Airlines,Total,13 March – 14 April,2023-05-23,"3,217"
United Airlines,Total,13 March – 15 April,2023-05-23,"3,495"
United Airlines,Total,13 March – 16 April,2023-05-23,"3,895"
United Airlines,Total,13 March – 17 April,2023-05-23,"5,581"
United Airlines,Total,13 March – 18 April,2023-05-23,"6,198"
United Airlines,Total,13 March – 19 April,2023-05-23,"6,495"
United Airlines,Total,14 March – 13 April,2023-05-23,"2,502"
United Airlines,Total,14 March – 14 April,2023-05-23,"3,132"
United Airlines,Total,14 March – 15 April,2023-05-23,"3,489"
United Airlines,Total,14 March – 16 April,2023-05-23,"4,031"
United Airlines,Total,14 March – 17 April,2023-05-23,"5,645"
United Airlines,Total,14 March – 18 April,2023-05-23,"6,185"
United Airlines,Total,14 March – 19 April,2023-05-23,"6,508"
United Airlines,Total,15 March – 13 April,2023-05-23,"2,605"
United Airlines,Total,15 March – 14 April,2023-05-23,"3,248"
United Airlines,Total,15 March – 15 April,2023-05-23,"3,536"
United Airlines,Total,15 March – 16 April,2023-05-23,"4,034"
United Airlines,Total,15 March – 17 April,2023-05-23,"5,666"
United Airlines,Total,15 March – 18 April,2023-05-23,"6,105"
United Airlines,Total,15 March – 19 April,2023-05-23,"6,390"
United Airlines,Total,16 March – 13 April,2023-05-23,"2,569"
United Airlines,Total,16 March – 14 April,2023-05-23,"3,170"
United Airlines,Total,16 March – 15 April,2023-05-23,"3,509"
United Airlines,Total,16 March – 16 April,2023-05-23,"3,894"
United Airlines,Total,16 March – 17 April,2023-05-23,"5,633"
United Airlines,Total,16 March – 18 April,2023-05-23,"6,234"
United Airlines,Total,16 March – 19 April,2023-05-23,"6,421"
United Airlines,Total,17 March – 13 April,2023-05-23,"2,477"
United Airlines,Total,17 March – 14 April,2023-05-23,"3,279"
United Airlines,Total,17 March – 15 April,2023-05-23,"3,576"
United Airlines,Total,17 March – 16 April,2023-05-23,"4,040"
United Airlines,Total,17 March – 17 April,2023-05-23,"5,556"
United Airlines,Total,17 March – 18 April,2023-05-23,"6,136"
United Airlines,Total,17 March – 19 April,2023-05-23,"6,549"
United Airlines,Total,18 March – 13 April,2023-05-23,"2,522"
United Airlines,Total,18 March – 14 April,2023-05-23,"3,197"
United Airlines,Total,18 March – 15 April,2023-05-23,"3,541"
United Airlines,Total,18 March – 16 April,2023-05-23,"3,953"
United Airlines,Total,18 March – 17 April,2023-05-23,"5,601"
United Airlines,Total,18 March – 18 April,2023-05-23,"6,166"
United Airlines,Total,18 March – 19 April,2023-05-23,"6,478"
United Airlines,Departure,1880,2023-05-24,"2,106"
United Airlines,Departure,1850,2023-05-24,"1,358"
United Airlines,Departure,1200,2023-05-24,929
United Airlines,Departure,1000,2023-05-24,671
United Airlines,Departure,1900,2023-05-24,"2,038"
United Airlines,Departure,1990,2023-05-24,"2,452"
United Airlines,Departure,1760,2023-05-24,"1,350"
United Airlines,Return,13 April,2023-05-24,626
United Airlines,Return,14 April,2023-05-24,682
United Airlines,Return,15 April,2023-05-24,794
United Airlines,Return,16 April,2023-05-24,570
United Airlines,Return,17 April,2023-05-24,621
United Airlines,Return,18 April,2023-05-24,553
United Airlines,Return,19 April,2023-05-24,573
United Airlines,Total,12 March – 13 April,2023-05-24,"2,546"
United Airlines,Total,12 March – 14 April,2023-05-24,"3,124"
United Airlines,Total,12 March – 15 April,2023-05-24,"3,534"
United Airlines,Total,12 March – 16 April,2023-05-24,"3,994"
United Airlines,Total,12 March – 17 April,2023-05-24,"5,645"
United Airlines,Total,12 March – 18 April,2023-05-24,"6,278"
United Airlines,Total,12 March – 19 April,2023-05-24,"6,382"
United Airlines,Total,13 March – 13 April,2023-05-24,"2,501"
United Airlines,Total,13 March – 14 April,2023-05-24,"3,167"
United Airlines,Total,13 March – 15 April,2023-05-24,"3,550"
United Airlines,Total,13 March – 16 April,2023-05-24,"4,000"
United Airlines,Total,13 March – 17 April,2023-05-24,"5,520"
United Airlines,Total,13 March – 18 April,2023-05-24,"6,132"
United Airlines,Total,13 March – 19 April,2023-05-24,"6,455"
United Airlines,Total,14 March – 13 April,2023-05-24,"2,450"
United Airlines,Total,14 March – 14 April,2023-05-24,"3,148"
United Airlines,Total,14 March – 15 April,2023-05-24,"3,535"
United Airlines,Total,14 March – 16 April,2023-05-24,"4,079"
United Airlines,Total,14 March – 17 April,2023-05-24,"5,571"
United Airlines,Total,14 March – 18 April,2023-05-24,"6,253"
United Airlines,Total,14 March – 19 April,2023-05-24,"6,380"
United Airlines,Total,15 March – 13 April,2023-05-24,"2,486"
United Airlines,Total,15 March – 14 April,2023-05-24,"3,294"
United Airlines,Total,15 March – 15 April,2023-05-24,"3,471"
United Airlines,Total,15 March – 16 April,2023-05-24,"3,982"
United Airlines,Total,15 March – 17 April,2023-05-24,"5,614"
United Airlines,Total,15 March – 18 April,2023-05-24,"6,255"
United Airlines,Total,15 March – 19 April,2023-05-24,"6,457"
United Airlines,Total,16 March – 13 April,2023-05-24,"2,582"
United Airlines,Total,16 March – 14 April,2023-05-24,"3,141"
United Airlines,Total,16 March – 15 April,2023-05-24,"3,587"
United Airlines,Total,16 March – 16 April,2023-05-24,"4,009"
United Airlines,Total,16 March – 17 April,2023-05-24,"5,641"
United Airlines,Total,16 March – 18 April,2023-05-24,"6,170"
United Airlines,Total,16 March – 19 April,2023-05-24,"6,534"
United Airlines,Total,17 March – 13 April,2023-05-24,"2,589"
United Airlines,Total,17 March – 14 April,2023-05-24,"3,218"
United Airlines,Total,17 March – 15 April,2023-05-24,"3,569"
United Airlines,Total,17 March – 16 April,2023-05-24,"3,917"
United Airlines,Total,17 March – 17 April,2023-05-24,"5,641"
United Airlines,Total,17 March – 18 April,2023-05-24,"6,238"
United Airlines,Total,17 March – 19 April,2023-05-24,"6,533"
United Airlines,Total,18 March – 13 April,2023-05-24,"2,558"
United Airlines,Total,18 March – 14 April,2023-05-24,"3,191"
United Airlines,Total,18 March – 15 April,2023-05-24,"3,504"
United Airlines,Total,18 March – 16 April,2023-05-24,"4,027"
United Airlines,Total,18 March – 17 April,2023-05-24,"5,529"
United Airlines,Total,18 March – 18 April,2023-05-24,"6,262"
United Airlines,Total,18 March – 19 April,2023-05-24,"6,510"
United Airlines,Departure,1880,2023-05-25,"1,514"
United Airlines,Departure,1850,2023-05-25,"2,150"
United Airlines,Departure,1200,2023-05-25,865
United Airlines,Departure,1000,2023-05-25,"1,183"
United Airlines,Departure,1900,2023-05-25,"1,506"
United Airlines,Departure,1990,2023-05-25,"2,289"
United Airlines,Departure,1760,2023-05-25,"1,486"
United Airlines,Return,13 April,2023-05-25,556
United Airlines,Return,14 April,2023-05-25,706
United Airlines,Return,15 April,2023-05-25,795
United Airlines,Return,16 April,2023-05-25,757
United Airlines,Return,17 April,2023-05-25,588
United Airlines,Return,18 April,2023-05-25,570
United Airlines,Return,19 April,2023-05-25,324
United Airlines,Total,12 March – 13 April,2023-05-25,"2,423"
United Airlines,Total,12 March – 14 April,2023-05-25,"3,188"
United Airlines,Total,12 March – 15 April,2023-05-25,"3,525"
United Airlines,Total,12 March – 16 April,2023-05-25,"4,043"
United Airlines,Total,12 March – 17 April,2023-05-25,"5,580"
United Airlines,Total,12 March – 18 April,2023-05-25,"6,105"
United Airlines,Total,12 March – 19 April,2023-05-25,"6,451"
United Airlines,Total,13 March – 13 April,2023-05-25,"2,570"
United Airlines,Total,13 March – 14 April,2023-05-25,"3,154"
United Airlines,Total,13 March – 15 April,2023-05-25,"3,510"
United Airlines,Total,13 March – 16 April,2023-05-25,"3,966"
United Airlines,Total,13 March – 17 April,2023-05-25,"5,615"
United Airlines,Total,13 March – 18 April,2023-05-25,"6,157"
United Airlines,Total,13 March – 19 April,2023-05-25,"6,501"
United Airlines,Total,14 March – 13 April,2023-05-25,"2,610"
United Airlines,Total,14 March – 14 April,2023-05-25,"3,151"
United Airlines,Total,14 March – 15 April,2023-05-25,"3,476"
United Airlines,Total,14 March – 16 April,2023-05-25,"3,900"
United Airlines,Total,14 March – 17 April,2023-05-25,"5,580"
United Airlines,Total,14 March – 18 April,2023-05-25,"6,238"
United Airlines,Total,14 March – 19 April,2023-05-25,"6,386"
United Airlines,Total,15 March – 13 April,2023-05-25,"2,551"
United Airlines,Total,15 March – 14 April,2023-05-25,"3,258"
United Airlines,Total,15 March – 15 April,2023-05-25,"3,516"
United Airlines,Total,15 March – 16 April,2023-05-25,"4,010"
United Airlines,Total,15 March – 17 April,2023-05-25,"5,576"
United Airlines,Total,15 March – 18 April,2023-05-25,"6,289"
United Airlines,Total,15 March – 19 April,2023-05-25,"6,482"
United Airlines,Total,16 March – 13 April,2023-05-25,"2,440"
United Airlines,Total,16 March – 14 April,2023-05-25,"3,216"
United Airlines,Total,16 March – 15 April,2023-05-25,"3,442"
United Airlines,Total,16 March – 16 April,2023-05-25,"3,994"
United Airlines,Total,16 March – 17 April,2023-05-25,"5,653"
United Airlines,Total,16 March – 18 April,2023-05-25,"6,198"
United Airlines,Total,16 March – 19 April,2023-05-25,"6,404"
United Airlines,Total,17 March – 13 April,2023-05-25,"2,472"
United Airlines,Total,17 March – 14 April,2023-05-25,"3,145"
United Airlines,Total,17 March – 15 April,2023-05-25,"3,432"
United Airlines,Total,17 March – 16 April,2023-05-25,"3,915"
United Airlines,Total,17 March – 17 April,2023-05-25,"5,633"
United Airlines,Total,17 March – 18 April,2023-05-25,"6,155"
United Airlines,Total,17 March – 19 April,2023-05-25,"6,503"
United Airlines,Total,18 March – 13 April,2023-05-25,"2,605"
United Airlines,Total,18 March – 14 April,2023-05-25,"3,277"
United Airlines,Total,18 March – 15 April,2023-05-25,"3,563"
United Airlines,Total,18 March – 16 April,2023-05-25,"3,915"
United Airlines,Total,18 March – 17 April,2023-05-25,"5,629"
United Airlines,Total,18 March – 18 April,2023-05-25,"6,159"
United Airlines,Total,18 March – 19 April,2023-05-25,"6,490"
United Airlines,Departure,1880,2023-05-26,"1,874"
United Airlines,Departure,1850,2023-05-26,"2,043"
United Airlines,Departure,1200,2023-05-26,"1,537"
United Airlines,Departure,1000,2023-05-26,794
United Airlines,Departure,1900,2023-05-26,"1,694"
United Airlines,Departure,1990,2023-05-26,"2,223"
United Airlines,Departure,1760,2023-05-26,"1,557"
United Airlines,Return,13 April,2023-05-26,489
United Airlines,Return,14 April,2023-05-26,559
United Airlines,Return,15 April,2023-05-26,774
United Airlines,Return,16 April,2023-05-26,567
United Airlines,Return,17 April,2023-05-26,672
United Airlines,Return,18 April,2023-05-26,507
United Airlines,Return,19 April,2023-05-26,527
United Airlines,Total,12 March – 13 April,2023-05-26,"2,601"
United Airlines,Total,12 March – 14 April,2023-05-26,"3,141"
United Airlines,Total,12 March – 15 April,2023-05-26,"3,567"
United Airlines,Total,12 March – 16 April,2023-05-26,"3,912"
United Airlines,Total,12 March – 17 April,2023-05-26,"5,656"
United Airlines,Total,12 March – 18 April,2023-05-26,"6,255"
United Airlines,Total,12 March – 19 April,2023-05-26,"6,373"
United Airlines,Total,13 March – 13 April,2023-05-26,"2,606"
United Airlines,Total,13 March – 14 April,2023-05-26,"3,254"
United Airlines,Total,13 March – 15 April,2023-05-26,"3,514"
United Airlines,Total,13 March – 16 April,2023-05-26,"3,969"
United Airlines,Total,13 March – 17 April,2023-05-26,"5,668"
United Airlines,Total,13 March – 18 April,2023-05-26,"6,227"
United Airlines,Total,13 March – 19 April,2023-05-26,"6,478"
United Airlines,Total,14 March – 13 April,2023-05-26,"2,449"
United Airlines,Total,14 March – 14 April,2023-05-26,"3,243"
United Airlines,Total,14 March – 15 April,2023-05-26,"3,537"
United Airlines,Total,14 March – 16 April,2023-05-26,"3,948"
United Airlines,Total,14 March – 17 April,2023-05-26,"5,589"
United Airlines,Total,14 March – 18 April,2023-05-26,"6,204"
United Airlines,Total,14 March – 19 April,2023-05-26,"6,530"
United Airlines,Total,15 March – 13 April,2023-05-26,"2,552"
United Airlines,Total,15 March – 14 April,2023-05-26,"3,141"
United Airlines,Total,15 March – 15 April,2023-05-26,"3,413"
United Airlines,Total,15 March – 16 April,2023-05-26,"3,895"
United Airlines,Total,15 March – 17 April,2023-05-26,"5,549"
United Airlines,Total,15 March – 18 April,2023-05-26,"6,288"
United Airlines,Total,15 March – 19 April,2023-05-26,"6,462"
United Airlines,Total,16 March – 13 April,2023-05-26,"2,562"
United Airlines,Total,16 March – 14 April,2023-05-26,"3,275"
United Airlines,Total,16 March – 15 April,2023-05-26,"3,486"
United Airlines,Total,16 March – 16 April,2023-05-26,"3,990"
United Airlines,Total,16 March – 17 April,2023-05-26,"5,630"
United Airlines,Total,16 March – 18 April,2023-05-26,"6,273"
United Airlines,Total,16 March – 19 April,2023-05-26,"6,432"
United Airlines,Total,17 March – 13 April,2023-05-26,"2,560"
United Airlines,Total,17 March – 14 April,2023-05-26,"3,318"
United Airlines,Total,17 March – 15 April,2023-05-26,"3,391"
United Airlines,Total,17 March – 16 April,2023-05-26,"4,000"
United Airlines,Total,17 March – 17 April,2023-05-26,"5,633"
United Airlines,Total,17 March – 18 April,2023-05-26,"6,141"
United Airlines,Total,17 March – 19 April,2023-05-26,"6,481"
United Airlines,Total,18 March – 13 April,2023-05-26,"2,544"
United Airlines,Total,18 March – 14 April,2023-05-26,"3,132"
United Airlines,Total,18 March – 15 April,2023-05-26,"3,540"
United Airlines,Total,18 March – 16 April,2023-05-26,"4,058"
United Airlines,Total,18 March – 17 April,2023-05-26,"5,635"
United Airlines,Total,18 March – 18 April,2023-05-26,"6,111"
United Airlines,Total,18 March – 19 April,2023-05-26,"6,401"
United Airlines,Departure,1880,2023-05-27,"2,188"
United Airlines,Departure,1850,2023-05-27,"2,342"
United Airlines,Departure,1200,2023-05-27,"1,292"
United Airlines,Departure,1000,2023-05-27,"1,226"
United Airlines,Departure,1900,2023-05-27,"2,179"
United Airlines,Departure,1990,2023-05-27,"1,925"
United Airlines,Departure,1760,2023-05-27,"2,051"
United Airlines,Return,13 April,2023-05-27,669
United Airlines,Return,14 April,2023-05-27,815
United Airlines,Return,15 April,2023-05-27,796
United Airlines,Return,16 April,2023-05-27,767
United Airlines,Return,17 April,2023-05-27,803
United Airlines,Return,18 April,2023-05-27,441
United Airlines,Return,19 April,2023-05-27,341
United Airlines,Total,12 March – 13 April,2023-05-27,"2,573"
United Airlines,Total,12 March – 14 April,2023-05-27,"3,177"
United Airlines,Total,12 March – 15 April,2023-05-27,"3,435"
United Airlines,Total,12 March – 16 April,2023-05-27,"3,904"
United Airlines,Total,12 March – 17 April,2023-05-27,"5,649"
United Airlines,Total,12 March – 18 April,2023-05-27,"6,230"
United Airlines,Total,12 March – 19 April,2023-05-27,"6,378"
United Airlines,Total,13 March – 13 April,2023-05-27,"2,462"
United Airlines,Total,13 March – 14 April,2023-05-27,"3,261"
United Airlines,Total,13 March – 15 April,2023-05-27,"3,530"
United Airlines,Total,13 March – 16 April,2023-05-27,"3,985"
United Airlines,Total,13 March – 17 April,2023-05-27,"5,649"
United Airlines,Total,13 March – 18 April,2023-05-27,"6,118"
United Airlines,Total,13 March – 19 April,2023-05-27,"6,490"
United Airlines,Total,14 March – 13 April,2023-05-27,"2,468"
United Airlines,Total,14 March – 14 April,2023-05-27,"3,176"
United Airlines,Total,14 March – 15 April,2023-05-27,"3,437"
United Airlines,Total,14 March – 16 April,2023-05-27,"4,077"
United Airlines,Total,14 March – 17 April,2023-05-27,"5,572"
United Airlines,Total,14 March – 18 April,2023-05-27,"6,147"
United Airlines,Total,14 March – 19 April,2023-05-27,"6,533"
United Airlines,Total,15 March – 13 April,2023-05-27,"2,430"
United Airlines,Total,15 March – 14 April,2023-05-27,"3,158"
United Airlines,Total,15 March – 15 April,2023-05-27,"3,519"
United Airlines,Total,15 March – 16 April,2023-05-27,"4,045"
United Airlines,Total,15 March – 17 April,2023-05-27,"5,714"
United Airlines,Total,15 March – 18 April,2023-05-27,"6,102"
United Airlines,Total,15 March – 19 April,2023-05-27,"6,524"
United Airlines,Total,16 March – 13 April,2023-05-27,"2,587"
United Airlines,Total,16 March – 14 April,2023-05-27,"3,243"
United Airlines,Total,16 March – 15 April,2023-05-27,"3,590"
United Airlines,Total,16 March – 16 April,2023-05-27,"4,047"
United Airlines,Total,16 March – 17 April,2023-05-27,"5,602"
United Airlines,Total,16 March – 18 April,2023-05-27,"6,250"
United Airlines,Total,16 March – 19 April,2023-05-27,"6,460"
United Airlines,Total,17 March – 13 April,2023-05-27,"2,453"
United Airlines,Total,17 March – 14 April,2023-05-27,"3,177"
United Airlines,Total,17 March – 15 April,2023-05-27,"3,530"
United Airlines,Total,17 March – 16 April,2023-05-27,"3,971"
United Airlines,Total,17 March – 17 April,2023-05-27,"5,593"
United Airlines,Total,17 March – 18 April,2023-05-27,"6,153"
United Airlines,Total,17 March – 19 April,2023-05-27,"6,374"
United Airlines,Total,18 March – 13 April,2023-05-27,"2,545"
United Airlines,Total,18 March – 14 April,2023-05-27,"3,297"
United Airlines,Total,18 March – 15 April,2023-05-27,"3,469"
United Airlines,Total,18 March – 16 April,2023-05-27,"3,995"
United Airlines,Total,18 March – 17 April,2023-05-27,"5,524"
United Airlines,Total,18 March – 18 April,2023-05-27,"6,139"
United Airlines,Total,18 March – 19 April,2023-05-27,"6,510"
United Airlines,Departure,1880,2023-05-28,"1,527"
United Airlines,Departure,1850,2023-05-28,"1,670"
United Airlines,Departure,1200,2023-05-28,"1,395"
United Airlines,Departure,1000,2023-05-28,546
United Airlines,Departure,1900,2023-05-28,"2,128"
United Airlines,Departure,1990,2023-05-28,"1,724"
United Airlines,Departure,1760,2023-05-28,"1,851"
United Airlines,Return,13 April,2023-05-28,654
United Airlines,Return,14 April,2023-05-28,620
United Airlines,Return,15 April,2023-05-28,878
United Airlines,Return,16 April,2023-05-28,620
United Airlines,Return,17 April,2023-05-28,597
United Airlines,Return,18 April,2023-05-28,356
United Airlines,Return,19 April,2023-05-28,317
United Airlines,Total,12 March – 13 April,2023-05-28,"2,490"
United Airlines,Total,12 March – 14 April,2023-05-28,"3,320"
United Airlines,Total,12 March – 15 April,2023-05-28,"3,543"
United Airlines,Total,12 March – 16 April,2023-05-28,"3,930"
United Airlines,Total,12 March – 17 April,2023-05-28,"5,516"
United Airlines,Total,12 March – 18 April,2023-05-28,"6,296"
United Airlines,Total,12 March – 19 April,2023-05-28,"6,375"
United Airlines,Total,13 March – 13 April,2023-05-28,"2,529"
United Airlines,Total,13 March – 14 April,2023-05-28,"3,318"
United Airlines,Total,13 March – 15 April,2023-05-28,"3,393"
United Airlines,Total,13 March – 16 April,2023-05-28,"3,951"
United Airlines,Total,13 March – 17 April,2023-05-28,"5,711"
United Airlines,Total,13 March – 18 April,2023-05-28,"6,266"
United Airlines,Total,13 March – 19 April,2023-05-28,"6,376"
United Airlines,Total,14 March – 13 April,2023-05-28,"2,441"
United Airlines,Total,14 March – 14 April,2023-05-28,"3,140"
United Airlines,Total,14 March – 15 April,2023-05-28,"3,399"
United Airlines,Total,14 March – 16 April,2023-05-28,"3,903"
United Airlines,Total,14 March – 17 April,2023-05-28,"5,678"
United Airlines,Total,14 March – 18 April,2023-05-28,"6,165"
United Airlines,Total,14 March – 19 April,2023-05-28,"6,500"
United Airlines,Total,15 March – 13 April,2023-05-28,"2,572"
United Airlines,Total,15 March – 14 April,2023-05-28,"3,263"
United Airlines,Total,15 March – 15 April,2023-05-28,"3,582"
United Airlines,Total,15 March – 16 April,2023-05-28,"3,922"
United Airlines,Total,15 March – 17 April,2023-05-28,"5,555"
United Airlines,Total,15 March – 18 April,2023-05-28,"6,298"
United Airlines,Total,15 March – 19 April,2023-05-28,"6,448"
United Airlines,Total,16 March – 13 April,2023-05-28,"2,611"
United Airlines,Total,16 March – 14 April,2023-05-28,"3,288"
United Airlines,Total,16 March – 15 April,2023-05-28,"3,479"
United Airlines,Total,16 March – 16 April,2023-05-28,"3,926"
United Airlines,Total,16 March – 17 April,2023-05-28,"5,695"
United Airlines,Total,16 March – 18 April,2023-05-28,"6,255"
United Airlines,Total,16 March – 19 April,2023-05-28,"6,527"
United Airlines,Total,17 March – 13 April,2023-05-28,"2,600"
United Airlines,Total,17 March – 14 April,2023-05-28,"3,223"
United Airlines,Total,17 March – 15 April,2023-05-28,"3,496"
United Airlines,Total,17 March – 16 April,2023-05-28,"3,985"
United Airlines,Total,17 March – 17 April,2023-05-28,"5,601"
United Airlines,Total,17 March – 18 April,2023-05-28,"6,269"
United Airlines,Total,17 March – 19 April,2023-05-28,"6,560"
United Airlines,Total,18 March – 13 April,2023-05-28,"2,579"
United Airlines,Total,18 March – 14 April,2023-05-28,"3,241"
United Airlines,Total,18 March – 15 April,2023-05-28,"3,572"
United Airlines,Total,18 March – 16 April,2023-05-28,"4,001"
United Airlines,Total,18 March – 17 April,2023-05-28,"5,672"
United Airlines,Total,18 March – 18 April,2023-05-28,"6,239"
United Airlines,Total,18 March – 19 April,2023-05-28,"6,430"
United Airlines,Departure,1880,2023-05-29,"2,196"
United Airlines,Departure,1850,2023-05-29,"1,650"
United Airlines,Departure,1200,2023-05-29,"1,407"
United Airlines,Departure,1000,2023-05-29,776
United Airlines,Departure,1900,2023-05-29,"2,161"
United Airlines,Departure,1990,2023-05-29,"1,711"
United Airlines,Departure,1760,2023-05-29,"2,107"
United Airlines,Return,13 April,2023-05-29,718
United Airlines,Return,14 April,2023-05-29,806
United Airlines,Return,15 April,2023-05-29,908
United Airlines,Return,16 April,2023-05-29,584
United Airlines,Return,17 April,2023-05-29,784
United Airlines,Return,18 April,2023-05-29,470
United Airlines,Return,19 April,2023-05-29,538
United Airlines,Total,12 March – 13 April,2023-05-29,"2,476"
United Airlines,Total,12 March – 14 April,2023-05-29,"3,267"
United Airlines,Total,12 March – 15 April,2023-05-29,"3,430"
United Airlines,Total,12 March – 16 April,2023-05-29,"4,007"
United Airlines,Total,12 March – 17 April,2023-05-29,"5,619"
United Airlines,Total,12 March – 18 April,2023-05-29,"6,112"
United Airlines,Total,12 March – 19 April,2023-05-29,"6,444"
United Airlines,Total,13 March – 13 April,2023-05-29,"2,492"
United Airlines,Total,13 March – 14 April,2023-05-29,"3,202"
United Airlines,Total,13 March – 15 April,2023-05-29,"3,501"
United Airlines,Total,13 March – 16 April,2023-05-29,"3,964"
United Airlines,Total,13 March – 17 April,2023-05-29,"5,707"
United Airlines,Total,13 March – 18 April,2023-05-29,"6,297"
United Airlines,Total,13 March – 19 April,2023-05-29,"6,468"
United Airlines,Total,14 March – 13 April,2023-05-29,"2,556"
United Airlines,Total,14 March – 14 April,2023-05-29,"3,174"
United Airlines,Total,14 March – 15 April,2023-05-29,"3,452"
United Airlines,Total,14 March – 16 April,2023-05-29,"3,990"
United Airlines,Total,14 March – 17 April,2023-05-29,"5,589"
United Airlines,Total,14 March – 18 April,2023-05-29,"6,227"
United Airlines,Total,14 March – 19 April,2023-05-29,"6,437"
United Airlines,Total,15 March – 13 April,2023-05-29,"2,573"
United Airlines,Total,15 March – 14 April,2023-05-29,"3,257"
United Airlines,Total,15 March – 15 April,2023-05-29,"3,480"
United Airlines,Total,15 March – 16 April,2023-05-29,"3,976"
United Airlines,Total,15 March – 17 April,2023-05-29,"5,696"
United Airlines,Total,15 March – 18 April,2023-05-29,"6,243"
United Airlines,Total,15 March – 19 April,2023-05-29,"6,481"
United Airlines,Total,16 March – 13 April,2023-05-29,"2,611"
United Airlines,Total,16 March – 14 April,2023-05-29,"3,231"
United Airlines,Total,16 March – 15 April,2023-05-29,"3,464"
United Airlines,Total,16 March – 16 April,2023-05-29,"3,907"
United Airlines,Total,16 March – 17 April,2023-05-29,"5,571"
United Airlines,Total,16 March – 18 April,2023-05-29,"6,182"
United Airlines,Total,16 March – 19 April,2023-05-29,"6,515"
United Airlines,Total,17 March – 13 April,2023-05-29,"2,553"
United Airlines,Total,17 March – 14 April,2023-05-29,"3,295"
United Airlines,Total,17 March – 15 April,2023-05-29,"3,555"
United Airlines,Total,17 March – 16 April,2023-05-29,"3,993"
United Airlines,Total,17 March – 17 April,2023-05-29,"5,594"
United Airlines,Total,17 March – 18 April,2023-05-29,"6,190"
United Airlines,Total,17 March – 19 April,2023-05-29,"6,474"
United Airlines,Total,18 March – 13 April,2023-05-29,"2,567"
United Airlines,Total,18 March – 14 April,2023-05-29,"3,317"
United Airlines,Total,18 March – 15 April,2023-05-29,"3,502"
United Airlines,Total,18 March – 16 April,2023-05-29,"3,944"
United Airlines,Total,18 March – 17 April,2023-05-29,"5,629"
United Airlines,Total,18 March – 18 April,2023-05-29,"6,230"
United Airlines,Total,18 March – 19 April,2023-05-29,"6,508"
United Airlines,Departure,1880,2023-05-30,"1,852"
United Airlines,Departure,1850,2023-05-30,"1,964"
United Airlines,Departure,1200,2023-05-30,884
United Airlines,Departure,1000,2023-05-30,859
United Airlines,Departure,1900,2023-05-30,"2,268"
United Airlines,Departure,1990,2023-05-30,"2,145"
United Airlines,Departure,1760,2023-05-30,"1,521"
United Airlines,Return,13 April,2023-05-30,667
United Airlines,Return,14 April,2023-05-30,814
United Airlines,Return,15 April,2023-05-30,844
United Airlines,Return,16 April,2023-05-30,718
United Airlines,Return,17 April,2023-05-30,612
United Airlines,Return,18 April,2023-05-30,384
United Airlines,Return,19 April,2023-05-30,501
United Airlines,Total,12 March – 13 April,2023-05-30,"2,487"
United Airlines,Total,12 March – 14 April,2023-05-30,"3,245"
United Airlines,Total,12 March – 15 April,2023-05-30,"3,588"
United Airlines,Total,12 March – 16 April,2023-05-30,"4,025"
United Airlines,Total,12 March – 17 April,2023-05-30,"5,712"
United Airlines,Total,12 March – 18 April,2023-05-30,"6,162"
United Airlines,Total,12 March – 19 April,2023-05-30,"6,460"
United Airlines,Total,13 March – 13 April,2023-05-30,"2,568"
United Airlines,Total,13 March – 14 April,2023-05-30,"3,242"
United Airlines,Total,13 March – 15 April,2023-05-30,"3,589"
United Airlines,Total,13 March – 16 April,2023-05-30,"3,986"
United Airlines,Total,13 March – 17 April,2023-05-30,"5,613"
United Airlines,Total,13 March – 18 April,2023-05-30,"6,262"
United Airlines,Total,13 March – 19 April,2023-05-30,"6,495"
United Airlines,Total,14 March – 13 April,2023-05-30,"2,501"
United Airlines,Total,14 March – 14 April,2023-05-30,"3,156"
United Airlines,Total,14 March – 15 April,2023-05-30,"3,547"
United Airlines,Total,14 March – 16 April,2023-05-30,"4,083"
United Airlines,Total,14 March – 17 April,2023-05-30,"5,610"
United Airlines,Total,14 March – 18 April,2023-05-30,"6,131"
United Airlines,Total,14 March – 19 April,2023-05-30,"6,511"
United Airlines,Total,15 March – 13 April,2023-05-30,"2,536"
United Airlines,Total,15 March – 14 April,2023-05-30,"3,177"
United Airlines,Total,15 March – 15 April,2023-05-30,"3,423"
United Airlines,Total,15 March – 16 April,2023-05-30,"3,974"
United Airlines,Total,15 March – 17 April,2023-05-30,"5,611"
United Airlines,Total,15 March – 18 April,2023-05-30,"6,169"
United Airlines,Total,15 March – 19 April,2023-05-30,"6,536"
United Airlines,Total,16 March – 13 April,2023-05-30,"2,617"
United Airlines,Total,16 March – 14 April,2023-05-30,"3,284"
United Airlines,Total,16 March – 15 April,2023-05-30,"3,558"
United Airlines,Total,16 March – 16 April,2023-05-30,"3,939"
United Airlines,Total,16 March – 17 April,2023-05-30,"5,713"
United Airlines,Total,16 March – 18 April,2023-05-30,"6,143"
United Airlines,Total,16 March – 19 April,2023-05-30,"6,446"
United Airlines,Total,17 March – 13 April,2023-05-30,"2,461"
United Airlines,Total,17 March – 14 April,2023-05-30,"3,152"
United Airlines,Total,17 March – 15 April,2023-05-30,"3,399"
United Airlines,Total,17 March – 16 April,2023-05-30,"3,918"
United Airlines,Total,17 March – 17 April,2023-05-30,"5,692"
